der_av_after_max_max,max_der_before_max_median,beats_count,max_der_before_max_max,stopFrame,logattacktime_min,temporal_centroid_median,max_der_before_max_mean,effective_duration_mean,effective_duration_median,max_to_total,spectral_skewness_var,startFrame,max_der_before_max_min,scvalleys_mean_5,barkbands_spread_max,scvalleys_var_0,beats_loudness_dmean2,temporal_decrease_median,der_av_after_max_mean,beats_loudness_min,temporal_skewness_max,beats_loudness_mean,logattacktime_median,average_loudness,duration,gfcc_var_0,temporal_spread_mean,effective_duration_max,spectral_rms_median,temporal_decrease_mean,logattacktime_max,logattacktime_mean,beats_loudness_var,effective_duration_min,temporal_centroid_min,temporal_spread_min,spectral_spread_min,spectral_spread_mean,beats_loudness_median,beats_loudness_dmean,beats_loudness_dvar2,spectral_strongpeak_mean,gfcc_max_1,tc_to_total,temporal_spread_max,beats_loudness_dvar,der_av_after_max_median,mfcc_max_1,Class
5.6e-05,1.1e-05,8e-06,0.000247,0.000361,3e-05,7e-06,0.000127,6e-06,6.2e-05,8e-06,1.1e-05,4e-06,3e-05,1.2e-05,0.00044,7.7e-05,1.1e-05,1.3e-05,0.00012,8.5e-05,0.000378,0.000141,1.5e-05,3e-05,7e-06,8e-06,0.002535,4e-06,7.7e-05,3.1e-05,8.8e-05,4e-05,0.000232,4.2e-05,7e-06,3e-06,8e-06,0.000164,4e-06,1e-06,2.1e-05,1.4e-05,0.000138,1.8e-05,8e-06,2e-06,6.1e-05,0.000219,3
1e-06,0,0,0.019767,0.000415,1e-06,0,0.000296,0,2e-06,0,0,0,1e-06,0,6e-06,2e-06,0,0,2e-06,1e-06,0.000427,0.00032,0,1e-06,0,0,5e-05,0,2e-06,1e-06,1e-06,1e-06,0.000128,1e-06,0,0,0,3e-06,0,0,0,0,2e-06,0,0,0,1e-06,0.000119,3
2.3e-05,1.1e-05,7e-06,0.053712,0.001156,9e-06,9e-06,0.00094,6e-06,1.9e-05,8e-06,1e-05,6e-06,2.2e-05,1.2e-05,2.2e-05,1.4e-05,1e-05,1.2e-05,1.8e-05,3e-05,0.001194,0.00105,1.7e-05,2.3e-05,5e-06,1e-05,0.000117,4e-06,2.3e-05,8e-06,3.4e-05,1.1e-05,0.000189,6e-06,5e-06,4e-06,8e-06,2.6e-05,7e-06,2e-06,2.9e-05,1.6e-05,2.2e-05,2.6e-05,9e-06,2e-06,2.6e-05,0.000176,3
1.1e-05,0,1e-06,0.0139,0.00031,4e-06,0,0.000126,0,1.3e-05,0,1e-06,0,8e-06,2e-06,3.4e-05,2.2e-05,1e-06,0,8e-06,1.2e-05,0.000319,0.000139,1e-06,8e-06,1e-06,0,6.3e-05,2e-06,1.6e-05,4e-06,1.3e-05,8e-06,6.8e-05,9e-06,1e-06,1e-06,0,2.3e-05,0,0,1e-06,1e-06,1.1e-05,1e-06,0,0,1.3e-05,6.3e-05,3
7e-06,0,1e-06,3e-06,0.000211,3e-06,0,8.5e-05,0,8e-06,0,1e-06,0,3e-06,1e-06,4.1e-05,1.4e-05,1e-06,0,7e-06,4e-06,0.000215,9.6e-05,1e-06,3e-06,0,0,6.6e-05,0,1e-05,3e-06,4e-06,8e-06,6.1e-05,8e-06,1e-06,0,0,1.8e-05,0,0,1e-06,1e-06,9e-06,1e-06,1e-06,0,8e-06,5.8e-05,3
0.00014,2e-06,9e-06,0.001003,0.001754,2.6e-05,3.1e-05,0.000341,1.3e-05,4.6e-05,7.9e-05,1e-05,0.000129,2e-05,1.4e-05,0.000196,0.000129,1e-05,3e-06,2.6e-05,3.6e-05,0.001351,0.000372,9e-06,2.1e-05,9e-06,3.8e-05,0.000511,0.000171,5.8e-05,2.6e-05,3.9e-05,4.4e-05,0.000213,0.000136,8e-06,0.000144,7.1e-05,7.7e-05,0.00014,0.000199,1.1e-05,8e-06,3.3e-05,1e-05,1.7e-05,0.000245,0.00016,0.000199,3
7e-06,1e-06,1e-06,8e-06,7.7e-05,3e-06,0,3.6e-05,0,1.5e-05,0,1e-06,0,2e-06,1e-06,0.000197,4.8e-05,1e-06,1e-06,1.2e-05,4e-06,7.8e-05,3.5e-05,0,2e-06,0,0,0.000165,0,1.8e-05,3e-06,5e-06,2.9e-05,5.8e-05,4.6e-05,0,0,0,5e-05,0,0,1e-06,0,1.5e-05,1e-06,0,0,7e-06,5.3e-05,3
2.2e-05,1e-06,5e-06,0,0.000223,5e-06,1e-06,9.3e-05,1e-06,1.3e-05,1e-06,3e-06,0,1e-05,7e-06,3.5e-05,1.1e-05,3e-06,1e-06,9e-06,3.2e-05,0.000233,0.000103,3e-06,9e-06,1e-06,1e-06,0.0001,0,1.6e-05,4e-06,3.4e-05,0.00016,0.000128,7e-06,1e-06,0,1e-06,0.000481,0,0,4e-06,2e-06,1.2e-05,3e-06,2e-06,0,2.1e-05,0.00012,3
1.8e-05,4e-06,4e-06,0.008251,0.002341,7e-06,6e-06,0.000275,8e-06,3.6e-05,1.2e-05,4e-06,1.1e-05,1.5e-05,5e-06,0.0003,0.000212,4e-06,5e-06,1.9e-05,1.8e-05,0.002238,0.000315,1e-05,1.4e-05,6e-06,8e-06,0.000665,4e-06,4.5e-05,6e-06,2.2e-05,5.8e-05,0.000647,8.2e-05,6e-06,3e-06,1e-05,0.000105,1.1e-05,1e-06,1e-05,9e-06,2.3e-05,9e-06,1e-05,1e-06,1.9e-05,0.000613,3
1.1e-05,0.000127,1e-06,0,0.012554,5e-06,1e-06,0.009455,0,2e-05,1e-06,1e-06,0,5e-06,2e-06,0.000377,3.8e-05,1e-06,0.000127,1.1e-05,1e-05,0.01341,0.010209,2e-06,6e-06,1e-06,1e-06,0.001542,0,2.5e-05,5e-06,1e-05,1.7e-05,0.00208,8.8e-05,1e-06,0,1e-06,5.4e-05,0,0,3e-06,2e-06,1.4e-05,3e-06,1e-06,0,1.2e-05,0.001902,3
6.4e-05,0,6e-06,0.07903,0.000115,1.3e-05,2e-06,3.9e-05,2e-06,6.4e-05,2e-06,7e-06,1e-06,2.2e-05,1e-05,1.5e-05,2.1e-05,6e-06,0,2.1e-05,4.6e-05,0.000122,4.5e-05,7e-06,2.3e-05,2e-06,2e-06,2.2e-05,0,8.4e-05,1.3e-05,4.9e-05,2.3e-05,2.1e-05,1e-05,2e-06,0,2e-06,0.000148,1e-06,0,1.3e-05,7e-06,2.7e-05,1.2e-05,3e-06,0,7.3e-05,2e-05,3
0,0,0,0.034235,0.000424,0,0,0.001263,0,1e-06,0,0,0,0,0,7e-06,1e-06,0,0,0,0,0.000424,0.001434,1e-06,0,0,0,5.1e-05,0,1e-06,0,0,1e-06,0.000258,1e-06,0,0,0,2e-06,0,0,0,1e-06,0,0,0,0,0,0.000216,3
0.00013,6e-06,2.6e-05,0.92435,0.00339,6.4e-05,2e-05,0.00122,1e-05,0.000209,1.4e-05,3.8e-05,4e-06,6.8e-05,4.3e-05,0.000554,0.000461,3.5e-05,6e-06,0.000235,0.000135,0.003363,0.001351,5.2e-05,7.3e-05,1.3e-05,1.9e-05,0.001015,8e-06,0.000268,6.4e-05,0.000142,0.000193,0.000632,0.000309,1.6e-05,8e-06,1.5e-05,0.00043,5e-06,1e-06,5.1e-05,5.6e-05,0.000311,4.9e-05,1.6e-05,1e-06,0.000144,0.000592,1
0.0001,0,6e-06,0.00155,0.000138,5.2e-05,0,3.6e-05,1e-06,0.000178,0,4e-06,0,3.4e-05,1e-05,8.8e-05,9.8e-05,4e-06,0,0.000109,8.2e-05,0.000142,4e-05,2e-06,3.7e-05,1e-06,0,0.000104,0,0.000226,5.1e-05,9e-05,0.0001,0.000122,2e-05,1e-06,0,0,0.000359,0,0,5e-06,2e-06,0.00014,5e-06,1e-06,0,0.000111,0.000111,3
4.4e-05,3.2e-05,7e-06,0.011159,0.001614,1.6e-05,1.8e-05,0.001947,1.5e-05,6.2e-05,2.7e-05,7e-06,1e-05,2.3e-05,1.2e-05,0.000144,0.000127,8e-06,3.3e-05,3e-05,5.1e-05,0.001679,0.002149,1.6e-05,2.5e-05,9e-06,2.2e-05,0.000238,7e-06,7.9e-05,1.6e-05,5.5e-05,6.3e-05,0.00035,4.3e-05,9e-06,5e-06,2.3e-05,0.000173,8e-06,1e-06,1.8e-05,1.4e-05,3.9e-05,1.7e-05,1.9e-05,1e-06,5e-05,0.000328,3
8.6e-05,0,8e-06,0.001155,0.001877,4.1e-05,1e-06,0.000338,1e-06,0.000129,1e-06,1.3e-05,0,3.5e-05,1.2e-05,7.1e-05,5.8e-05,1.3e-05,0,8.3e-05,7.2e-05,0.00193,0.000348,4e-06,3.7e-05,1e-06,1e-06,0.000257,0,0.000163,4e-05,7.7e-05,5.9e-05,0.00057,2.1e-05,1e-06,0,1e-06,0.000283,0,0,1.1e-05,4e-06,0.000106,1e-05,2e-06,0,9.6e-05,0.000534,3
0.00033,8e-06,2e-05,0.00861,0.002478,0.000179,1e-06,0.001569,2e-06,0.000794,1e-06,1.4e-05,0,0.0001,3.1e-05,0.000234,0.000297,1.4e-05,9e-06,0.000434,0.000242,0.002551,0.00174,9e-06,0.000103,2e-06,2e-06,0.000778,0,0.001,0.000177,0.000264,0.000392,0.000892,0.000105,3e-06,0,1e-06,0.001736,0,0,2.1e-05,8e-06,0.000564,1.9e-05,3e-06,0,0.000369,0.000844,3
4.4e-05,0,5e-06,9.7e-05,0.000678,2.6e-05,1e-06,0.00018,1e-06,9.4e-05,1e-06,5e-06,0,2e-05,8e-06,0.000137,0.000122,5e-06,0,6.7e-05,3.7e-05,0.000684,0.000204,6e-06,2.1e-05,1e-06,1e-06,0.000309,4e-06,0.000121,2.6e-05,3.9e-05,8.8e-05,0.000344,5.2e-05,1e-06,4e-06,1e-06,0.000222,0,0,7e-06,6e-06,8.7e-05,6e-06,1e-06,0,4.9e-05,0.000317,3
1.4e-05,0,3e-06,0.017875,0.000488,1e-05,0,0.000135,1e-06,3.5e-05,0,2e-06,0,1e-05,4e-06,8.7e-05,3.8e-05,2e-06,0,2.3e-05,1.2e-05,0.000482,0.000151,3e-06,1.1e-05,2e-06,0,0.000183,0,4.5e-05,1e-05,1.3e-05,2.9e-05,0.000179,2e-05,2e-06,0,0,8.4e-05,0,0,3e-06,3e-06,3e-05,2e-06,1e-06,0,1.6e-05,0.000166,3
1e-05,6e-06,2e-06,0.000324,0.001311,5e-06,1e-06,0.001195,1e-06,2.1e-05,1e-06,2e-06,0,7e-06,3e-06,5.2e-05,2.6e-05,2e-06,6e-06,1.3e-05,1.1e-05,0.001303,0.001222,3e-06,7e-06,1e-06,1e-06,0.000205,0,2.6e-05,5e-06,1.1e-05,2.1e-05,0.000235,1.4e-05,1e-06,0,1e-06,5.7e-05,0,0,4e-06,3e-06,1.6e-05,4e-06,1e-06,0,1.1e-05,0.000221,3
1.7e-05,0,6e-06,3e-05,4.1e-05,7e-06,1e-06,1e-05,1e-06,3.5e-05,1e-06,9e-06,0,1.2e-05,1e-05,0.000103,4.9e-05,9e-06,0,2e-05,1.8e-05,4.1e-05,1.1e-05,5e-06,1.4e-05,2e-06,1e-06,0.000123,0,4.5e-05,8e-06,1.9e-05,4.2e-05,5.4e-05,2.3e-05,2e-06,0,1e-06,7.3e-05,1e-06,0,1.4e-05,5e-06,2.7e-05,1.4e-05,2e-06,0,2e-05,5.1e-05,3
1e-06,0,0,0.000226,0.000538,1e-06,0,0.000159,0,7e-06,0,0,0,1e-06,0,0.00027,4.4e-05,0,0,3e-06,1e-06,0.000516,0.000163,0,1e-06,0,0,0.000421,0,9e-06,1e-06,1e-06,1.5e-05,0.000493,3.3e-05,0,0,0,4e-05,0,0,0,0,5e-06,0,0,0,1e-06,0.000464,3
0.000738,3e-06,7.6e-05,0.003746,0.018298,0.00037,1.7e-05,0.004895,2.9e-05,0.000989,1.8e-05,0.000103,9e-06,0.000303,0.000121,0.001373,0.000524,0.0001,3e-06,0.000789,0.000636,0.018482,0.005389,0.000117,0.000318,3e-05,1.9e-05,0.005219,7e-06,0.001273,0.000363,0.000682,0.000486,0.00763,0.000281,3.4e-05,7e-06,1.9e-05,0.002005,1e-05,2e-06,0.000207,0.000114,0.001026,0.000188,4e-05,2e-06,0.000831,0.007182,3
5.6e-05,2.7e-05,2e-06,0.006457,0.00114,6.6e-05,0,0.001593,0,0.000116,0,6e-06,0,4e-06,3e-06,4.1e-05,1.2e-05,6e-06,2.8e-05,0.000158,7e-06,0.001184,0.001788,2e-06,4e-06,0,0,0.000218,0,0.000144,6.6e-05,8e-06,1.2e-05,0.000279,7e-06,0,0,0,0.00011,0,0,2e-06,2e-06,0.000204,2e-06,0,0,6.1e-05,0.000266,3
0.000189,4e-06,2.3e-05,1e-06,0.002274,0.000112,3e-06,0.001532,5e-06,0.000194,2e-06,1.9e-05,0,6.9e-05,3.7e-05,0.000615,0.000205,1.8e-05,5e-06,0.000162,0.000118,0.002399,0.001703,1.8e-05,7.1e-05,6e-06,3e-06,0.001125,0,0.000247,0.000106,0.000131,0.000111,0.000843,7.9e-05,7e-06,0,2e-06,0.000398,1e-06,0,3.2e-05,1.7e-05,0.00021,3e-05,7e-06,0,0.000205,0.000793,3
3e-06,0,0,0.000157,0.00222,2e-06,0,0.00051,0,1.5e-05,0,0,0,1e-06,0,0.00013,3.1e-05,0,0,9e-06,2e-06,0.002194,0.000549,0,1e-06,0,0,0.000473,0,1.9e-05,2e-06,2e-06,1.8e-05,0.000669,2.8e-05,0,0,0,4.6e-05,0,0,0,0,1.1e-05,0,0,0,4e-06,0.000611,3
1.3e-05,4e-06,7e-06,0.001617,0.000686,4e-06,4e-06,0.000451,8e-06,9e-06,2e-06,1e-05,0,1.9e-05,1.1e-05,3.3e-05,9e-06,1e-05,4e-06,6e-06,2.2e-05,0.000707,0.000492,1.2e-05,1.9e-05,8e-06,4e-06,9.7e-05,0,1.1e-05,4e-06,2.4e-05,5e-06,0.0002,6e-06,9e-06,0,2e-06,1.7e-05,0,0,2.4e-05,1.2e-05,8e-06,2.1e-05,1.1e-05,0,1.5e-05,0.000187,3
2e-05,0,3e-06,0.011387,0.001069,1.1e-05,3e-06,0.000493,2e-06,4.2e-05,4e-06,3e-06,2e-06,1e-05,4e-06,0.000106,5.8e-05,3e-06,1e-06,2.4e-05,1.8e-05,0.001079,0.000527,3e-06,1e-05,2e-06,3e-06,0.000281,1e-06,5.4e-05,1.1e-05,2e-05,3e-05,0.000357,2e-05,2e-06,1e-06,4e-06,9.5e-05,2e-06,0,5e-06,3e-06,3.1e-05,5e-06,3e-06,0,2.2e-05,0.000328,3
6e-06,6.5e-05,3e-06,0.004379,0.00036,2e-06,6.9e-05,0.001755,3.8e-05,8e-06,7.9e-05,6e-06,9.2e-05,8e-06,5e-06,1.1e-05,9e-06,6e-06,7.1e-05,5e-06,8e-06,0.000368,0.001987,3.3e-05,8e-06,2.7e-05,7.2e-05,1.7e-05,5.6e-05,1e-05,2e-06,9e-06,6e-06,6.8e-05,4e-06,3.2e-05,5.6e-05,8.8e-05,2e-05,0.000111,1e-05,3.8e-05,3.3e-05,7e-06,3.7e-05,5.7e-05,1e-05,6e-06,6.2e-05,3
2e-06,4.5e-05,0,0.30521,0.000271,1e-06,3e-06,0.002073,2e-06,5e-06,7e-06,0,4e-06,1e-06,0,1e-05,7e-06,0,4.8e-05,3e-06,1e-06,0.000285,0.002344,4e-06,1e-06,3e-06,4e-06,1.9e-05,2e-06,6e-06,1e-06,2e-06,4e-06,3.8e-05,5e-06,4e-06,2e-06,7e-06,1.2e-05,5e-06,0,3e-06,4e-06,4e-06,3e-06,3e-06,0,2e-06,3.6e-05,4
1.9e-05,0.000108,2e-06,0.025804,0.003893,8e-06,2e-06,0.020608,2e-06,3.7e-05,0,2e-06,0,9e-06,3e-06,0.000157,4.6e-05,2e-06,9.8e-05,2.1e-05,1.6e-05,0.004004,0.021328,3e-06,1e-05,1e-06,2e-06,0.000671,0,4.7e-05,8e-06,1.8e-05,2.4e-05,0.000684,3.9e-05,1e-06,0,0,7.7e-05,0,0,4e-06,3e-06,2.7e-05,4e-06,2e-06,0,2.1e-05,0.000641,3
1.8e-05,1.1e-05,4e-06,0.005994,0.002612,7e-06,1e-06,0.004347,2e-06,2.9e-05,1e-06,4e-06,0,1.6e-05,6e-06,0.000277,9e-05,4e-06,1.1e-05,1.8e-05,2.3e-05,0.002654,0.004372,3e-06,1.6e-05,3e-06,1e-06,0.000857,2e-06,3.7e-05,6e-06,2.5e-05,3.9e-05,0.000628,5.3e-05,3e-06,1e-06,1e-06,7.7e-05,0,0,8e-06,3e-06,2.4e-05,7e-06,3e-06,1e-06,2e-05,0.00059,3
0.000249,2e-06,4.8e-05,5.2e-05,0.000291,0.000154,7.8e-05,0.000148,8.1e-05,0.000596,0.000123,7.8e-05,5.5e-05,0.000219,7.2e-05,0.000224,0.000302,7.7e-05,2e-06,0.000408,0.000233,0.000292,0.00018,0.000143,0.000228,6.6e-05,9.3e-05,0.001124,8e-05,0.000777,0.000151,0.000264,0.000268,0.001142,0.000127,6.8e-05,6.7e-05,0.000114,0.000952,5.8e-05,1e-05,0.000224,0.000128,0.000497,0.000194,0.00011,1.4e-05,0.000268,0.001092,3
0.002778,0.001034,0.001157,0.043049,0.030602,0.000962,0.001876,0.046728,0.002057,0.00152,0.002621,0.001485,0.000963,0.002941,0.001809,0.002091,0.001845,0.001476,0.000866,0.001571,0.003783,0.020766,0.033927,0.00274,0.003057,0.001556,0.002087,0.007106,0.000328,0.001884,0.000942,0.004128,0.000923,0.008246,0.000661,0.001736,0.000309,0.002628,0.003843,0.001075,1.3e-05,0.003615,0.002646,0.002015,0.003243,0.002949,1.3e-05,0.00308,0.005464,2
5e-06,5.2e-05,1e-06,0.00955,0.004476,2e-06,0,0.005357,0,1e-05,1e-06,1e-06,0,2e-06,1e-06,6.5e-05,2.3e-05,1e-06,5.2e-05,5e-06,4e-06,0.004487,0.005891,1e-06,2e-06,0,1e-06,0.000696,1e-06,1.2e-05,2e-06,4e-06,1e-05,0.002561,1.9e-05,0,1e-06,1e-06,2.3e-05,1e-06,0,2e-06,1e-06,7e-06,2e-06,1e-06,0,6e-06,0.002372,3
0.001914,0,0.000541,0.074731,0.000148,0.000496,0.000671,1.1e-05,0.00053,0.000647,0.000594,0.000647,0.000416,0.001323,0.000884,0.000328,0.000784,0.000615,0,0.000881,0.002101,0.00016,1.2e-05,0.00089,0.00145,0.000386,0.00069,0.001254,0.000305,0.000862,0.000516,0.002196,0.000298,0.000591,0.000117,0.000452,0.000298,0.000646,0.001376,0.000496,0.000197,0.00158,0.0009,0.00119,0.001483,0.000798,0.000204,0.002271,0.00056,3
0.000344,0,9.1e-05,0.92762,1e-06,0.000152,4.1e-05,0,6.1e-05,0.000492,2.6e-05,8.8e-05,8e-06,0.000273,0.000144,3.5e-05,0.000147,8.7e-05,0,0.000339,0.000399,1e-06,0,0.000184,0.00029,9.1e-05,4.3e-05,6e-06,2e-06,0.00063,0.000152,0.000427,0.0003,2e-06,3.5e-05,0.000104,2e-06,2.8e-05,0.00108,9e-06,0,0.000198,0.000179,0.000439,0.000181,8.9e-05,0,0.000385,2e-06,1
2e-06,0,0,0.08114,0.0002,1e-06,1e-06,0.00014,1e-06,4e-06,1e-06,0,0,1e-06,1e-06,6e-06,6e-06,0,0,2e-06,2e-06,0.000205,0.000157,1e-06,1e-06,1e-06,1e-06,1.3e-05,0,5e-06,1e-06,2e-06,4e-06,2.9e-05,3e-06,1e-06,0,1e-06,1.2e-05,0,0,1e-06,1e-06,3e-06,1e-06,1e-06,0,2e-06,2.7e-05,3
1e-05,6.2e-05,2e-06,0.025894,0.000622,1.2e-05,0,0.001833,1e-06,2e-05,1e-06,2e-06,0,9e-06,3e-06,4.5e-05,2.7e-05,2e-06,6.8e-05,2.6e-05,9e-06,0.000614,0.001951,2e-06,9e-06,1e-06,0,7.6e-05,0,2.5e-05,1.2e-05,1e-05,1.4e-05,0.00014,1.9e-05,1e-06,0,1e-06,3.1e-05,0,0,2e-06,2e-06,3.3e-05,2e-06,1e-06,0,1.1e-05,0.00013,3
5.7e-05,0,4e-06,0.002892,1.1e-05,7.5e-05,0,1e-06,1e-06,4.7e-05,0,2e-06,0,1.2e-05,6e-06,0.000345,5.6e-05,2e-06,0,0.000134,1.9e-05,1.2e-05,1e-06,2e-06,1.1e-05,2e-06,0,0.00022,0,5.3e-05,6.5e-05,2.1e-05,0.000124,1.5e-05,6e-06,2e-06,0,0,0.000149,0,0,3e-06,2e-06,0.000161,2e-06,1e-06,0,5.4e-05,1.4e-05,3
0.030487,0,0.000308,0.008464,2e-06,0.015801,0.000165,0,8.4e-05,0.051882,0.000227,0.000483,5.8e-05,0.001411,0.000424,0.007956,0.00568,0.000558,0,0.002701,0.018631,2e-06,0,0.001788,0.001197,8.5e-05,0.000198,0.000177,6.8e-05,0.040696,0.01356,0.036445,0.12107,5e-06,0.000352,8.4e-05,4.2e-05,0.00021,0.59325,5.5e-05,1.2e-05,0.00071,0.001612,0.00319,0.000627,0.000101,1.7e-05,0.030228,5e-06,5
0,0,1e-06,0.50023,0,0,0.010187,0,0.0361,0,0.010958,0.00028,0.005286,1e-06,2e-06,0,0,0.000252,0,0,1e-06,0,0,0.53616,1e-06,0.066602,0.009259,0,0.000443,0,0,1e-06,0,0,0,0.081102,0.000485,0.013724,0,0.006602,0.000148,0.045904,0.63384,0,0.049229,0.061402,0.000135,0,0,19
0,0,0,0.50126,0,0,0.000741,0,0.027219,0,0.017388,0.000202,0.018237,0,0,0,0,0.000165,0,0,0,0,0,0.041577,0,0.11515,0.000699,0,0.004251,0,0,0,0,0,0,0.15463,0.004468,0.02192,0,0.024101,0.000261,0.00587,0.047988,0,0.006191,0.044741,0.000254,0,0,19
0.019359,0,0.057166,0.55113,4e-06,0.007821,4.5e-05,1e-06,0.004967,0.00838,2.4e-05,0.002429,0.000108,0.37651,0.099008,1.6e-05,0.000629,0.003054,0,0.15009,0.18811,4e-06,1e-06,0.041499,0.32718,0.005316,4.5e-05,1.5e-05,6.7e-05,0.010848,0.008249,0.211,0.007455,6e-06,1.1e-05,0.004045,6.6e-05,2.7e-05,0.011422,0.000107,1e-06,0.068321,0.034765,0.2283,0.053033,0.006912,1e-06,0.021464,6e-06,6
7.5e-05,0,1e-05,0.16264,0,1.8e-05,1.3e-05,0,0.042359,1e-06,1.9e-05,1.6e-05,4e-06,4.4e-05,1.3e-05,0,0,2e-05,0,1.5e-05,9.1e-05,0,0,0.35796,4.7e-05,0.13922,1.4e-05,0,1e-06,2e-06,1.5e-05,0.000136,0,0,0,0.15604,1e-06,1.5e-05,0,4e-06,0,0.16579,0.34005,2e-05,0.11575,0.059067,1e-06,5.1e-05,0,3
0.001208,0,0.01588,0.16094,0,0.000153,0.018897,0,0.005158,3.7e-05,0.000548,0.080914,0.00338,0.032416,0.03033,0,2e-06,0.078644,0,8.5e-05,0.00948,0,0,0.002118,0.043533,0.000607,0.022189,0,0.000115,5.5e-05,0.000189,0.008064,5e-06,0,0,0.000829,6.6e-05,0.000615,3.4e-05,0.004047,0.000267,1,0.002577,0.000137,0.86442,0.008085,0.000276,0.001684,0,7
0.001099,0,0.052288,0.24269,0,0.00015,0.041663,0,0.018722,3.4e-05,0.000679,0.14731,0.001892,0.048015,0.095497,0,2e-06,0.1367,0,0.000198,0.013512,0,0,0.003212,0.064625,0.003046,0.043762,0,6.3e-05,5.1e-05,0.000185,0.011785,3e-06,0,0,0.004198,4.3e-05,0.000606,1.1e-05,0.001483,0.000669,0.98089,0.003584,0.000316,0.78114,0.02638,0.000678,0.001548,0,7
0.00868,0,0.003287,0.29625,1e-06,0.001709,2e-06,1e-06,6e-05,0.055991,1.4e-05,0.001612,5.3e-05,0.001727,0.004175,1e-06,0.006208,0.002309,0,0.000153,0.089543,1e-06,1e-06,0.001961,0.0017,1.4e-05,3e-06,1e-06,2.7e-05,0.048445,0.001428,0.17279,0.063199,0,2e-05,1.6e-05,2.2e-05,1.1e-05,0.46634,5.6e-05,4e-05,0.000537,0.001278,0.00021,0.000288,7.3e-05,5e-05,0.008768,0,5
0.11407,0,0.00153,0.55668,0,0.019417,0.00156,0,0.030633,0.000365,3.8e-05,0.03742,0.000142,0.17585,0.002574,0,0,0.054429,0,0.008195,0.14785,0,0,0.31899,0.21967,0.02849,0.002439,0,8e-06,0.000403,0.015467,0.15598,1e-06,0,0,0.039072,7e-06,4.5e-05,0.000108,0.000173,9e-06,0.064425,0.35265,0.009518,0.066713,0.04635,9e-06,0.10855,0,19
0.000304,0,0.00092,0.14019,0.000384,0.000692,0.000168,1.7e-05,0.000649,0.006391,0.000358,0.000814,0.000112,0.003391,0.001364,0.002319,0.001199,0.000801,0,0.0012,0.000485,0.000418,2e-05,0.000612,0.003939,0.000766,0.00019,0.003298,3.7e-05,0.00802,0.000744,0.000591,0.023675,0.000605,0.000696,0.000937,2.9e-05,0.000385,0.1681,0.000113,1e-06,0.0003,0.000585,0.001473,0.00026,0.000853,2e-06,0.000339,0.000606,2
0.076048,0,0.13862,0.057747,0,0.011763,4.1e-05,0,0.000126,3e-06,1e-05,0.001215,0.000577,0.18136,0.24925,0,0,0.001139,0,0.002593,0.01027,0,0,0.002768,0.23831,0.0319,4.1e-05,0,6.9e-05,3e-06,0.01374,0.008988,1e-06,0,0,0.035866,7.6e-05,1.4e-05,1e-06,0.000801,8.3e-05,0.012678,0.002999,0.002965,0.014501,0.000215,7.3e-05,0.096069,0,8
1e-06,0,3e-06,0.71854,0,0,0.002603,0,0.001688,0,0.000562,0.022718,3.8e-05,1e-06,4e-06,0,0,0.020756,0,0,0,0,0,0.78711,1e-06,0.14747,0.002565,0,4.7e-05,0,0,1e-06,0,0,0,0.12186,3.8e-05,0.000622,0,4.7e-05,7e-06,0.50828,0.69105,0,0.39224,0.002787,8e-06,1e-06,0,9
0.033256,2e-06,0.004029,0.095541,4.4e-05,0.030625,8e-05,2.9e-05,6.2e-05,0.093989,7.2e-05,0.000518,1.7e-05,0.017326,0.005435,0.000451,0.003347,0.000715,2e-06,0.040796,0.006158,4.5e-05,2.4e-05,0.000159,0.014986,5.5e-05,9.3e-05,1.8e-05,3e-06,0.10032,0.033003,0.008187,0.032113,1.6e-05,0.000967,5.8e-05,2e-06,5.7e-05,0.23973,1.8e-05,3e-06,0.000413,0.000146,0.050037,0.000275,9.6e-05,3e-06,0.039214,1.5e-05,8
0.003811,0,1.1e-05,0.015888,6e-06,0.001179,7e-06,1e-06,1.2e-05,0.039653,5e-06,8e-06,0,0.000215,1.1e-05,6.8e-05,0.088828,1.3e-05,0,0.007226,0.00051,6e-06,1e-06,9e-06,0.000186,2e-06,1.3e-05,5.5e-05,0,0.030184,0.000852,0.000585,0.053919,3e-06,0.00102,1e-06,0,4e-06,0.013291,0,0,1.7e-05,8e-06,0.006538,1.1e-05,1e-05,0,0.004526,2e-06,8
0.002256,2e-06,6e-06,0.00376,1e-05,0.000361,9e-06,2e-06,6e-06,0.012732,3e-06,2e-06,0,0.000115,7e-06,6.2e-05,0.012333,3e-06,2e-06,0.003387,0.000479,1e-05,2e-06,3e-06,0.000121,1e-06,1.2e-05,3.5e-05,0,0.014451,0.000309,0.000578,0.009608,9e-06,0.000174,0,0,2e-06,0.010867,0,0,6e-06,2e-06,0.003299,5e-06,7e-06,0,0.002293,9e-06,3
0.004799,0,1.1e-05,0.046066,6e-06,0.000729,1.5e-05,1e-06,1.3e-05,0.01509,1.3e-05,1.9e-05,0,0.000154,1.6e-05,7.6e-05,0.050751,2.4e-05,0,0.00649,0.000533,5e-06,1e-06,1.9e-05,0.000154,1e-06,2.2e-05,9e-06,1e-06,0.018721,0.000674,0.000936,0.014249,4e-06,0.001311,1e-06,0,1.2e-05,0.030273,0,0,8e-06,1.1e-05,0.007171,4e-06,1.3e-05,0,0.005961,3e-06,3
